ENSG00000006075	ENSG00000129277	CCL3	CCL4	physical
ENSG00000082512	ENSG00000101017	TRAF5	CD40	physical
ENSG00000101017	ENSG00000082512	CD40	TRAF5	physical
ENSG00000161570	ENSG00000108691	CCL5	CCL2	genetic
ENSG00000113494	ENSG00000126561	PRLR	STAT5A	physical
ENSG00000129277	ENSG00000006075	CCL4	CCL3	physical
ENSG00000001631	ENSG00000182621	KRIT1	PLCB1	physical
ENSG00000003400	ENSG00000120889	CASP10	TNFRSF10B	physical
ENSG00000120889	ENSG00000003402	TNFRSF10B	CFLAR	physical
ENSG00000003402	ENSG00000166949	CFLAR	SMAD3	physical
ENSG00000005022	ENSG00000066044	SLC25A5	ELAVL1	physical
ENSG00000102805	ENSG00000005022	CLN5	SLC25A5	physical
ENSG00000115414	ENSG00000005022	FN1	SLC25A5	physical
ENSG00000182621	ENSG00000005022	PLCB1	SLC25A5	physical
ENSG00000005339	ENSG00000064393	CREBBP	HIPK2	physical
ENSG00000066044	ENSG00000005339	ELAVL1	CREBBP	physical
ENSG00000005339	ENSG00000099381	CREBBP	SETD1A	physical
ENSG00000100784	ENSG00000005339	RPS6KA5	CREBBP	physical
ENSG00000005339	ENSG00000113916	CREBBP	BCL6	physical
ENSG00000005339	ENSG00000117748	CREBBP	RPA2	physical
ENSG00000123374	ENSG00000005339	CDK2	CREBBP	physical
ENSG00000134982	ENSG00000005339	APC	CREBBP	physical
ENSG00000140262	ENSG00000005339	TCF12	CREBBP	physical
ENSG00000005339	ENSG00000166949	CREBBP	SMAD3	physical
ENSG00000005339	ENSG00000170345	CREBBP	FOS	physical
ENSG00000005513	ENSG00000140262	SOX8	TCF12	physical
ENSG00000196611	ENSG00000005513	MMP1	SOX8	physical
ENSG00000082512	ENSG00000006062	TRAF5	MAP3K14	physical
ENSG00000128016	ENSG00000006075	ZFP36	CCL3	physical
ENSG00000006075	ENSG00000160791	CCL3	CCR5	physical
ENSG00000183813	ENSG00000006075	CCR4	CCL3	physical
ENSG00000158014	ENSG00000006327	SLC30A2	TNFRSF12A	physical
ENSG00000006606	ENSG00000142192	CCL26	APP	physical
ENSG00000007264	ENSG00000157404	MATK	KIT	physical
ENSG00000115414	ENSG00000008018	FN1	PSMB1	physical
ENSG00000142192	ENSG00000008735	APP	MAPK8IP2	physical
ENSG00000120659	ENSG00000008838	TNFSF11	MED24	physical
ENSG00000166949	ENSG00000008838	SMAD3	MED24	physical
ENSG00000182621	ENSG00000008988	PLCB1	RPS20	physical
ENSG00000010610	ENSG00000010017	CD4	RANBP9	physical
ENSG00000010017	ENSG00000121022	RANBP9	COPS5	physical
ENSG00000010017	ENSG00000142192	RANBP9	APP	physical
ENSG00000066044	ENSG00000010278	ELAVL1	CD9	physical
ENSG00000010278	ENSG00000157404	CD9	KIT	physical
ENSG00000110944	ENSG00000010295	IL23A	IFFO1	physical
ENSG00000182636	ENSG00000010295	NDN	IFFO1	physical
ENSG00000010610	ENSG00000160791	CD4	CCR5	physical
ENSG00000169252	ENSG00000010610	ADRB2	CD4	physical
ENSG00000010671	ENSG00000126561	BTK	STAT5A	physical
ENSG00000010671	ENSG00000142192	BTK	APP	physical
ENSG00000026508	ENSG00000010810	CD44	FYN	physical
ENSG00000012048	ENSG00000008838	BRCA1	MED24	physical
ENSG00000012048	ENSG00000105229	BRCA1	PIAS4	physical
ENSG00000012048	ENSG00000126561	BRCA1	STAT5A	physical
ENSG00000012048	ENSG00000166949	BRCA1	SMAD3	physical
ENSG00000056558	ENSG00000015171	TRAF1	ZMYND11	physical
ENSG00000066044	ENSG00000023318	ELAVL1	ERP44	physical
ENSG00000101017	ENSG00000023318	CD40	ERP44	physical
ENSG00000167207	ENSG00000023445	NOD2	BIRC3	physical
ENSG00000010610	ENSG00000026025	CD4	VIM	physical
ENSG00000115414	ENSG00000026025	FN1	VIM	physical
ENSG00000167207	ENSG00000026025	NOD2	VIM	physical
ENSG00000026103	ENSG00000001631	FAS	KRIT1	physical
ENSG00000026103	ENSG00000120889	FAS	TNFRSF10B	physical
ENSG00000026508	ENSG00000038427	CD44	VCAN	physical
ENSG00000066044	ENSG00000026508	ELAVL1	CD44	physical
ENSG00000026508	ENSG00000092820	CD44	EZR	physical
ENSG00000026508	ENSG00000197122	CD44	SRC	physical
ENSG00000027697	ENSG00000096968	IFNGR1	JAK2	physical
ENSG00000120889	ENSG00000027697	TNFRSF10B	IFNGR1	physical
ENSG00000034971	ENSG00000102265	MYOC	TIMP1	physical
ENSG00000157404	ENSG00000035928	KIT	RFC1	physical
ENSG00000036257	ENSG00000026025	CUL3	VIM	physical
ENSG00000036257	ENSG00000066044	CUL3	ELAVL1	physical
ENSG00000036257	ENSG00000106462	CUL3	EZH2	physical
ENSG00000120889	ENSG00000036257	TNFRSF10B	CUL3	physical
ENSG00000036257	ENSG00000121022	CUL3	COPS5	physical
ENSG00000036257	ENSG00000142192	CUL3	APP	physical
ENSG00000128016	ENSG00000038358	ZFP36	EDC4	physical
ENSG00000161570	ENSG00000038358	CCL5	EDC4	physical
ENSG00000172270	ENSG00000038358	BSG	EDC4	physical
ENSG00000038427	ENSG00000107562	VCAN	CXCL12	physical
ENSG00000038427	ENSG00000108691	VCAN	CCL2	physical
ENSG00000038427	ENSG00000108700	VCAN	CCL8	physical
ENSG00000119509	ENSG00000038427	INVS	VCAN	physical
ENSG00000132692	ENSG00000038427	BCAN	VCAN	physical
ENSG00000038427	ENSG00000137077	VCAN	CCL21	physical
ENSG00000038427	ENSG00000145681	VCAN	HAPLN1	physical
ENSG00000038427	ENSG00000161570	VCAN	CCL5	physical
ENSG00000038427	ENSG00000163520	VCAN	FBLN2	physical
ENSG00000038427	ENSG00000166147	VCAN	FBN1	physical
ENSG00000038427	ENSG00000186810	VCAN	CXCR3	physical
ENSG00000188404	ENSG00000038427	SELL	VCAN	physical
ENSG00000115414	ENSG00000044574	FN1	HSPA5	physical
ENSG00000120885	ENSG00000044574	CLU	HSPA5	physical
ENSG00000044574	ENSG00000137801	HSPA5	THBS1	physical
ENSG00000120885	ENSG00000050748	CLU	MAPK9	physical
ENSG00000051108	ENSG00000080815	HERPUD1	PSEN1	physical
ENSG00000110944	ENSG00000051108	IL23A	HERPUD1	physical
ENSG00000051108	ENSG00000141522	HERPUD1	ARHGDIA	physical
ENSG00000051108	ENSG00000142192	HERPUD1	APP	physical
ENSG00000051108	ENSG00000150991	HERPUD1	UBC	physical
ENSG00000051108	ENSG00000165280	HERPUD1	VCP	physical
ENSG00000055130	ENSG00000120885	CUL1	CLU	physical
ENSG00000055211	ENSG00000105426	GINM1	PTPRS	physical
ENSG00000055332	ENSG00000038358	EIF2AK2	EDC4	physical
ENSG00000055332	ENSG00000082512	EIF2AK2	TRAF5	physical
ENSG00000096968	ENSG00000055332	JAK2	EIF2AK2	physical
ENSG00000101752	ENSG00000055332	MIB1	EIF2AK2	physical
ENSG00000008018	ENSG00000056558	PSMB1	TRAF1	physical
ENSG00000023445	ENSG00000056558	BIRC3	TRAF1	physical
ENSG00000101017	ENSG00000056558	CD40	TRAF1	physical
ENSG00000104823	ENSG00000056558	ECH1	TRAF1	physical
ENSG00000120949	ENSG00000056558	TNFRSF8	TRAF1	physical
ENSG00000186891	ENSG00000056558	TNFRSF18	TRAF1	physical
ENSG00000087077	ENSG00000056972	TRIP6	TRAF3IP2	physical
ENSG00000096155	ENSG00000058262	BAG6	SEC61A1	physical
ENSG00000182621	ENSG00000063046	PLCB1	EIF4B	physical
ENSG00000142192	ENSG00000064300	APP	NGFR	physical
ENSG00000064393	ENSG00000005339	HIPK2	CREBBP	physical
ENSG00000064393	ENSG00000010017	HIPK2	RANBP9	physical
ENSG00000064393	ENSG00000055130	HIPK2	CUL1	physical
ENSG00000064393	ENSG00000087095	HIPK2	NLK	physical
ENSG00000095015	ENSG00000064393	MAP3K1	HIPK2	physical
ENSG00000064393	ENSG00000100393	HIPK2	EP300	physical
ENSG00000064393	ENSG00000101057	HIPK2	MYBL2	physical
ENSG00000064393	ENSG00000102871	HIPK2	TRADD	physical
ENSG00000064393	ENSG00000103126	HIPK2	AXIN1	physical
